Timestamp,Open,High,Low,Close,Volume,Symbol,exchange,Date
1628053200.0,37970.66,38213.99,37960.43,38005.13,1238.083088,BTC/USDT,binance,2021-08-04 05:00:00
1628056800.0,38005.13,38159.0,37790.0,37818.1,3012.31481,BTC/USDT,binance,2021-08-04 06:00:00
1628060400.0,37820.37,37890.57,37674.18,37828.84,1688.424998,BTC/USDT,binance,2021-08-04 07:00:00
1628064000.0,37828.84,37979.64,37508.56,37738.62,2707.411545,BTC/USDT,binance,2021-08-04 08:00:00
1628067600.0,37739.7,37875.99,37660.0,37825.35,1429.801664,BTC/USDT,binance,2021-08-04 09:00:00
1628071200.0,37825.35,38120.0,37731.78,38093.13,1657.432227,BTC/USDT,binance,2021-08-04 10:00:00
1628074800.0,38090.4,38260.0,38033.29,38160.06,1869.066951,BTC/USDT,binance,2021-08-04 11:00:00
1628078400.0,38160.06,38933.5,38154.32,38860.28,4926.399379,BTC/USDT,binance,2021-08-04 12:00:00
1628082000.0,38860.27,39237.73,38749.99,39013.01,4868.418712,BTC/USDT,binance,2021-08-04 13:00:00
1628085600.0,39013.01,39177.54,38850.0,39119.55,2871.8433,BTC/USDT,binance,2021-08-04 14:00:00
1628089200.0,39119.54,39472.47,39119.54,39302.0,3672.175116,BTC/USDT,binance,2021-08-04 15:00:00
1628092800.0,39302.0,39599.0,39240.2,39485.73,2772.24995,BTC/USDT,binance,2021-08-04 16:00:00
1628096400.0,39485.73,39495.0,39264.18,39390.21,1983.4257,BTC/USDT,binance,2021-08-04 17:00:00
1628100000.0,39390.21,39800.0,39383.51,39575.1,2025.285327,BTC/USDT,binance,2021-08-04 18:00:00
1628103600.0,39575.1,39850.0,39467.85,39752.17,1643.979733,BTC/USDT,binance,2021-08-04 19:00:00
1628107200.0,39752.17,39874.0,39620.0,39755.75,1607.14318,BTC/USDT,binance,2021-08-04 20:00:00
1628110800.0,39755.74,39969.66,39722.88,39838.38,1631.541344,BTC/USDT,binance,2021-08-04 21:00:00
1628114400.0,39837.47,39959.0,39517.19,39716.29,2224.514303,BTC/USDT,binance,2021-08-04 22:00:00
1628118000.0,39716.28,39913.07,39550.02,39723.18,1601.381325,BTC/USDT,binance,2021-08-04 23:00:00
1628121600.0,39723.17,39849.61,39533.55,39554.63,1596.773355,BTC/USDT,binance,2021-08-05 00:00:00
1628125200.0,39554.64,39600.0,39167.0,39491.58,2879.659816,BTC/USDT,binance,2021-08-05 01:00:00
1628128800.0,39491.59,39501.87,39207.25,39376.78,1267.818837,BTC/USDT,binance,2021-08-05 02:00:00
1628132400.0,39376.06,39562.79,39200.0,39435.09,2190.168977,BTC/USDT,binance,2021-08-05 03:00:00
1628136000.0,39438.06,39530.6,39290.25,39363.64,973.130996,BTC/USDT,binance,2021-08-05 04:00:00
1628139600.0,39363.65,39519.99,39300.0,39382.64,746.55081,BTC/USDT,binance,2021-08-05 05:00:00
1628143200.0,39382.64,39382.64,39000.0,39088.18,2294.030901,BTC/USDT,binance,2021-08-05 06:00:00
1628146800.0,39088.18,39088.18,38722.0,38870.59,2871.322662,BTC/USDT,binance,2021-08-05 07:00:00
1628150400.0,38870.58,38958.64,38434.13,38482.85,2691.940043,BTC/USDT,binance,2021-08-05 08:00:00
1628154000.0,38482.86,38616.2,37900.0,38040.44,5159.848056,BTC/USDT,binance,2021-08-05 09:00:00
1628157600.0,38040.45,38252.14,37821.0,38043.43,2987.759884,BTC/USDT,binance,2021-08-05 10:00:00
1628161200.0,38043.43,38233.0,37940.0,38008.38,2546.231739,BTC/USDT,binance,2021-08-05 11:00:00
1628164800.0,38008.45,38150.0,37332.7,38037.84,6824.83186,BTC/USDT,binance,2021-08-05 12:00:00
1628168400.0,38037.83,38181.81,37666.68,38039.23,3895.274001,BTC/USDT,binance,2021-08-05 13:00:00
1628172000.0,38038.67,39048.73,37869.56,39002.78,7432.177439,BTC/USDT,binance,2021-08-05 14:00:00
1628175600.0,39005.3,39370.0,38545.59,38750.01,5612.00309,BTC/USDT,binance,2021-08-05 15:00:00
1628179200.0,38750.0,39779.0,38737.31,39739.72,5641.437561,BTC/USDT,binance,2021-08-05 16:00:00
1628182800.0,39739.72,40723.68,39655.38,40706.99,7336.06423,BTC/USDT,binance,2021-08-05 17:00:00
1628186400.0,40707.0,40987.0,40337.81,40840.0,5055.379107,BTC/USDT,binance,2021-08-05 18:00:00
1628190000.0,40840.01,41350.0,40528.0,40692.24,5916.067647,BTC/USDT,binance,2021-08-05 19:00:00
1628193600.0,40692.24,41150.0,40692.24,40879.99,2563.235815,BTC/USDT,binance,2021-08-05 20:00:00
1628197200.0,40879.99,41290.01,40666.1,40911.03,2216.331775,BTC/USDT,binance,2021-08-05 21:00:00
1628200800.0,40913.51,41032.45,40750.0,40927.4,1507.951168,BTC/USDT,binance,2021-08-05 22:00:00
1628204400.0,40927.4,41142.95,40763.53,40862.46,2137.765852,BTC/USDT,binance,2021-08-05 23:00:00
1628208000.0,40862.46,41015.99,39933.06,40061.99,4525.303169,BTC/USDT,binance,2021-08-06 00:00:00
1628211600.0,40061.99,40749.28,39900.39,40596.59,2469.861524,BTC/USDT,binance,2021-08-06 01:00:00
1628215200.0,40596.57,40646.78,40203.97,40340.96,1773.503399,BTC/USDT,binance,2021-08-06 02:00:00
1628218800.0,40340.96,40604.5,40139.45,40219.47,1411.144573,BTC/USDT,binance,2021-08-06 03:00:00
1628222400.0,40219.47,40360.0,39853.86,40167.99,2229.816144,BTC/USDT,binance,2021-08-06 04:00:00
1628226000.0,40167.99,40567.16,40122.03,40554.17,1886.256829,BTC/USDT,binance,2021-08-06 05:00:00
1628229600.0,40552.99,41199.99,40453.45,41033.16,4093.175113,BTC/USDT,binance,2021-08-06 06:00:00
1628233200.0,41033.16,41110.0,40706.22,40729.59,2262.38327,BTC/USDT,binance,2021-08-06 07:00:00
1628236800.0,40731.0,41120.0,40535.04,40943.08,2723.90207,BTC/USDT,binance,2021-08-06 08:00:00
1628240400.0,40943.08,40954.02,40551.72,40592.14,2923.579694,BTC/USDT,binance,2021-08-06 09:00:00
1628244000.0,40592.14,40849.49,40387.77,40684.83,2263.165732,BTC/USDT,binance,2021-08-06 10:00:00
1628247600.0,40684.84,40772.22,40487.6,40507.56,1582.116569,BTC/USDT,binance,2021-08-06 11:00:00
1628251200.0,40507.56,41065.45,40300.0,40762.86,3657.543946,BTC/USDT,binance,2021-08-06 12:00:00
1628254800.0,40762.87,41025.0,40700.68,40924.07,2340.436581,BTC/USDT,binance,2021-08-06 13:00:00
1628258400.0,40924.08,40973.42,40649.89,40777.2,1629.808356,BTC/USDT,binance,2021-08-06 14:00:00
1628262000.0,40777.19,42455.73,40700.0,42199.98,9361.970979,BTC/USDT,binance,2021-08-06 15:00:00
1628265600.0,42199.97,43210.52,42199.97,42519.92,10745.777941,BTC/USDT,binance,2021-08-06 16:00:00
1628269200.0,42518.11,43392.43,42459.91,42900.01,5548.447927,BTC/USDT,binance,2021-08-06 17:00:00
1628272800.0,42900.0,42999.48,42646.93,42792.95,2412.486291,BTC/USDT,binance,2021-08-06 18:00:00
1628276400.0,42792.95,43009.33,42727.97,42901.17,2688.582027,BTC/USDT,binance,2021-08-06 19:00:00
1628280000.0,42901.18,42967.68,42450.0,42702.82,2891.748594,BTC/USDT,binance,2021-08-06 20:00:00
1628283600.0,42702.82,42754.0,42393.02,42423.87,1428.524786,BTC/USDT,binance,2021-08-06 21:00:00
1628287200.0,42423.87,42865.2,42423.87,42780.07,1269.00082,BTC/USDT,binance,2021-08-06 22:00:00
1628290800.0,42780.07,42913.56,42571.43,42836.87,1635.405013,BTC/USDT,binance,2021-08-06 23:00:00
1628294400.0,42836.87,43278.0,42579.16,43270.2,3119.787612,BTC/USDT,binance,2021-08-07 00:00:00
1628298000.0,43270.2,43348.66,42816.45,43170.01,2666.017595,BTC/USDT,binance,2021-08-07 01:00:00
1628301600.0,43170.01,43386.11,43064.77,43293.65,2094.181137,BTC/USDT,binance,2021-08-07 02:00:00
1628305200.0,43300.21,43770.03,42980.89,43691.86,3808.350672,BTC/USDT,binance,2021-08-07 03:00:00
1628308800.0,43691.95,43930.4,43277.99,43295.0,3194.808053,BTC/USDT,binance,2021-08-07 04:00:00
1628312400.0,43295.0,43643.55,43282.57,43428.16,2029.964994,BTC/USDT,binance,2021-08-07 05:00:00
1628316000.0,43428.16,43505.88,43040.0,43254.46,2158.650753,BTC/USDT,binance,2021-08-07 06:00:00
1628319600.0,43254.46,43539.21,43066.75,43207.89,1887.124115,BTC/USDT,binance,2021-08-07 07:00:00
1628323200.0,43207.89,43471.29,43110.01,43454.04,2022.622554,BTC/USDT,binance,2021-08-07 08:00:00
1628326800.0,43454.04,43816.37,43372.55,43627.18,3185.455753,BTC/USDT,binance,2021-08-07 09:00:00
1628330400.0,43627.19,43989.49,43518.58,43658.61,3145.110826,BTC/USDT,binance,2021-08-07 10:00:00
1628334000.0,43658.61,43859.8,43412.0,43800.03,2469.419867,BTC/USDT,binance,2021-08-07 11:00:00
1628337600.0,43800.03,44555.0,43351.71,43528.22,8878.090772,BTC/USDT,binance,2021-08-07 12:00:00
1628341200.0,43528.22,43766.67,43000.0,43177.58,4939.540301,BTC/USDT,binance,2021-08-07 13:00:00
1628344800.0,43182.89,43638.96,43165.7,43490.01,2354.886757,BTC/USDT,binance,2021-08-07 14:00:00
1628348400.0,43490.01,43668.3,43288.3,43370.23,1943.8527,BTC/USDT,binance,2021-08-07 15:00:00
1628352000.0,43370.23,43752.6,42446.41,43705.01,6922.238147,BTC/USDT,binance,2021-08-07 16:00:00
1628355600.0,43705.0,43765.08,43207.52,43424.69,2234.456396,BTC/USDT,binance,2021-08-07 17:00:00
1628359200.0,43428.72,43638.98,43245.59,43542.0,1193.039644,BTC/USDT,binance,2021-08-07 18:00:00
1628362800.0,43542.0,44059.21,43412.7,43931.41,2001.390978,BTC/USDT,binance,2021-08-07 19:00:00
1628366400.0,43931.41,44146.33,43623.33,43931.07,2318.781865,BTC/USDT,binance,2021-08-07 20:00:00
1628370000.0,43931.07,44348.09,43470.0,43510.01,3161.206141,BTC/USDT,binance,2021-08-07 21:00:00
1628373600.0,43514.15,44165.45,43501.03,44014.95,2094.487911,BTC/USDT,binance,2021-08-07 22:00:00
1628377200.0,44015.55,44700.0,44015.55,44572.54,3573.275265,BTC/USDT,binance,2021-08-07 23:00:00
1628380800.0,44572.54,44776.0,44136.73,44573.83,4597.523317,BTC/USDT,binance,2021-08-08 00:00:00
1628384400.0,44571.24,44607.64,43871.52,44102.86,2594.828888,BTC/USDT,binance,2021-08-08 01:00:00
1628388000.0,44102.84,44148.0,43785.0,43924.98,1916.236683,BTC/USDT,binance,2021-08-08 02:00:00
1628391600.0,43924.98,44355.97,43882.18,44322.42,1676.769707,BTC/USDT,binance,2021-08-08 03:00:00
1628395200.0,44322.42,44528.0,44155.21,44330.43,1560.543062,BTC/USDT,binance,2021-08-08 04:00:00
1628398800.0,44330.43,44813.77,44180.0,44746.29,2892.693935,BTC/USDT,binance,2021-08-08 05:00:00
1628402400.0,44746.29,45310.0,44633.83,45027.36,6450.537158,BTC/USDT,binance,2021-08-08 06:00:00
1628406000.0,45027.97,45266.17,44725.0,44804.51,3225.061968,BTC/USDT,binance,2021-08-08 07:00:00
1628409600.0,44804.51,45014.45,44405.69,44465.63,2787.484815,BTC/USDT,binance,2021-08-08 08:00:00
1628413200.0,44465.64,44888.18,44412.41,44724.17,2526.749938,BTC/USDT,binance,2021-08-08 09:00:00
1628416800.0,44724.16,44864.53,44193.19,44371.36,2799.443549,BTC/USDT,binance,2021-08-08 10:00:00
1628420400.0,44371.93,44717.0,44071.82,44452.06,2779.483095,BTC/USDT,binance,2021-08-08 11:00:00
1628424000.0,44452.05,45134.89,44357.35,45006.56,3031.685769,BTC/USDT,binance,2021-08-08 12:00:00
1628427600.0,45006.56,45198.27,44511.05,44750.0,2375.582462,BTC/USDT,binance,2021-08-08 13:00:00
1628431200.0,44749.99,44854.47,43818.0,43918.97,4765.987704,BTC/USDT,binance,2021-08-08 14:00:00
1628434800.0,43922.19,44190.0,43737.0,43984.55,3303.712835,BTC/USDT,binance,2021-08-08 15:00:00
1628438400.0,43988.88,44391.35,43581.48,43720.01,3504.053004,BTC/USDT,binance,2021-08-08 16:00:00
1628442000.0,43720.0,43910.0,43519.51,43674.82,2900.629779,BTC/USDT,binance,2021-08-08 17:00:00
1628445600.0,43674.81,43923.5,43396.35,43627.13,2277.095947,BTC/USDT,binance,2021-08-08 18:00:00
1628449200.0,43619.54,43884.1,43261.0,43715.1,2655.503742,BTC/USDT,binance,2021-08-08 19:00:00
1628452800.0,43715.1,44270.0,43541.05,43840.91,3178.497668,BTC/USDT,binance,2021-08-08 20:00:00
1628456400.0,43840.91,44260.67,43758.23,44229.2,1313.660796,BTC/USDT,binance,2021-08-08 21:00:00
1628460000.0,44229.2,44581.0,44152.91,44188.37,2002.959988,BTC/USDT,binance,2021-08-08 22:00:00
1628463600.0,44188.37,44444.0,43636.03,43794.37,2212.366889,BTC/USDT,binance,2021-08-08 23:00:00
1628467200.0,43794.36,43960.84,43050.0,43185.8,4131.980148,BTC/USDT,binance,2021-08-09 00:00:00
1628470800.0,43185.8,43343.58,42779.0,43094.78,3272.584769,BTC/USDT,binance,2021-08-09 01:00:00
1628474400.0,43094.78,43499.32,43045.41,43472.23,1269.670466,BTC/USDT,binance,2021-08-09 02:00:00
1628478000.0,43472.23,43632.14,43273.4,43496.09,1170.675198,BTC/USDT,binance,2021-08-09 03:00:00
1628481600.0,43496.09,43600.0,43234.0,43580.41,1991.740782,BTC/USDT,binance,2021-08-09 04:00:00
1628485200.0,43580.41,43734.02,43372.91,43544.45,1208.520928,BTC/USDT,binance,2021-08-09 05:00:00
1628488800.0,43544.46,43651.0,43263.21,43474.0,1737.377372,BTC/USDT,binance,2021-08-09 06:00:00
1628492400.0,43473.99,43845.39,43360.53,43800.74,1734.25151,BTC/USDT,binance,2021-08-09 07:00:00
1628496000.0,43800.74,43900.0,43600.92,43717.14,1940.535379,BTC/USDT,binance,2021-08-09 08:00:00
1628499600.0,43720.0,45011.63,43656.2,44855.11,5561.590748,BTC/USDT,binance,2021-08-09 09:00:00
1628503200.0,44855.11,45700.0,44744.18,45646.63,6717.403177,BTC/USDT,binance,2021-08-09 10:00:00
1628506800.0,45646.63,46048.5,45474.37,45930.01,5031.825577,BTC/USDT,binance,2021-08-09 11:00:00
1628510400.0,45930.01,46028.79,45544.18,45675.34,3200.091516,BTC/USDT,binance,2021-08-09 12:00:00
1628514000.0,45675.34,45904.28,45254.11,45396.01,3106.82624,BTC/USDT,binance,2021-08-09 13:00:00
1628517600.0,45396.0,46250.0,45373.5,45617.54,5672.630583,BTC/USDT,binance,2021-08-09 14:00:00
1628521200.0,45617.53,46018.0,45611.8,45870.75,3078.195238,BTC/USDT,binance,2021-08-09 15:00:00
1628524800.0,45870.76,46143.11,45671.24,45889.96,2503.588069,BTC/USDT,binance,2021-08-09 16:00:00
1628528400.0,45889.96,46029.19,45767.25,45833.41,1432.89831,BTC/USDT,binance,2021-08-09 17:00:00
1628532000.0,45833.4,46454.15,45826.45,46193.99,3858.210241,BTC/USDT,binance,2021-08-09 18:00:00
1628535600.0,46193.99,46400.0,45814.52,45979.85,2602.098734,BTC/USDT,binance,2021-08-09 19:00:00
1628539200.0,45981.05,46401.97,45422.0,45459.36,4457.688556,BTC/USDT,binance,2021-08-09 20:00:00
1628542800.0,45459.35,46041.06,44900.0,45716.07,4861.384891,BTC/USDT,binance,2021-08-09 21:00:00
1628546400.0,45716.06,46317.29,45676.0,46243.85,2036.914572,BTC/USDT,binance,2021-08-09 22:00:00
1628550000.0,46243.85,46412.99,46050.0,46253.4,2009.201841,BTC/USDT,binance,2021-08-09 23:00:00
1628553600.0,46248.87,46700.0,45703.43,45966.4,4222.134355,BTC/USDT,binance,2021-08-10 00:00:00
1628557200.0,45966.39,46099.13,45635.34,46007.02,1589.180794,BTC/USDT,binance,2021-08-10 01:00:00
1628560800.0,46008.66,46123.34,45824.2,46084.39,1326.115363,BTC/USDT,binance,2021-08-10 02:00:00
1628564400.0,46084.39,46111.87,45629.67,45708.76,1557.218013,BTC/USDT,binance,2021-08-10 03:00:00
1628568000.0,45707.12,45850.0,45450.62,45459.59,1575.857303,BTC/USDT,binance,2021-08-10 04:00:00
1628571600.0,45459.58,45777.16,45407.22,45560.0,1464.426374,BTC/USDT,binance,2021-08-10 05:00:00
1628575200.0,45562.45,45706.0,45360.0,45553.98,1806.209739,BTC/USDT,binance,2021-08-10 06:00:00
1628578800.0,45553.98,46023.92,45300.0,45948.0,2044.472153,BTC/USDT,binance,2021-08-10 07:00:00
1628582400.0,45948.0,46167.43,45700.0,46134.83,2041.498823,BTC/USDT,binance,2021-08-10 08:00:00
1628586000.0,46134.83,46171.42,45813.61,45970.47,1649.490118,BTC/USDT,binance,2021-08-10 09:00:00
1628589600.0,45970.47,46030.0,45276.55,45346.37,3409.002264,BTC/USDT,binance,2021-08-10 10:00:00
1628593200.0,45346.37,45595.84,45192.79,45345.05,2824.841406,BTC/USDT,binance,2021-08-10 11:00:00
1628596800.0,45345.05,45946.0,45188.22,45914.35,2572.458119,BTC/USDT,binance,2021-08-10 12:00:00
1628600400.0,45914.35,46097.99,45333.33,45529.57,4670.912582,BTC/USDT,binance,2021-08-10 13:00:00
1628604000.0,45529.57,45666.66,45195.77,45355.07,2260.663909,BTC/USDT,binance,2021-08-10 14:00:00
1628607600.0,45355.07,45495.7,44856.0,45165.73,3332.672422,BTC/USDT,binance,2021-08-10 15:00:00
1628611200.0,45161.75,45267.59,44589.46,44793.89,3757.930253,BTC/USDT,binance,2021-08-10 16:00:00
1628614800.0,44793.9,45153.4,44781.48,45095.99,1672.005559,BTC/USDT,binance,2021-08-10 17:00:00
1628618400.0,45095.99,45375.0,45011.01,45300.95,1511.88812,BTC/USDT,binance,2021-08-10 18:00:00
1628622000.0,45300.95,45565.18,45250.0,45495.73,1591.36065,BTC/USDT,binance,2021-08-10 19:00:00
1628625600.0,45495.73,45777.51,45369.99,45626.15,1922.089019,BTC/USDT,binance,2021-08-10 20:00:00
1628629200.0,45626.15,45906.54,45424.54,45679.98,1865.405331,BTC/USDT,binance,2021-08-10 21:00:00
1628632800.0,45679.97,45877.97,45406.71,45445.05,1428.455692,BTC/USDT,binance,2021-08-10 22:00:00
1628636400.0,45445.04,45656.35,45233.9,45584.99,1718.35506,BTC/USDT,binance,2021-08-10 23:00:00
1628640000.0,45585.0,45819.51,45378.41,45731.36,2112.329892,BTC/USDT,binance,2021-08-11 00:00:00
1628643600.0,45731.35,45914.14,45575.67,45776.38,1535.65448,BTC/USDT,binance,2021-08-11 01:00:00
1628647200.0,45773.06,45996.77,45341.14,45448.01,1817.386451,BTC/USDT,binance,2021-08-11 02:00:00
1628650800.0,45448.0,45650.0,45382.99,45585.66,942.228749,BTC/USDT,binance,2021-08-11 03:00:00
1628654400.0,45585.66,45789.99,45434.85,45620.32,1023.532119,BTC/USDT,binance,2021-08-11 04:00:00
1628658000.0,45620.32,45880.56,45545.13,45800.0,1268.931887,BTC/USDT,binance,2021-08-11 05:00:00
1628661600.0,45800.0,46250.0,45799.99,46079.99,3202.679419,BTC/USDT,binance,2021-08-11 06:00:00
1628665200.0,46080.0,46433.67,46079.99,46349.25,3018.603895,BTC/USDT,binance,2021-08-11 07:00:00
1628668800.0,46349.26,46571.42,46000.12,46194.32,3023.695491,BTC/USDT,binance,2021-08-11 08:00:00
1628672400.0,46194.33,46298.64,46023.45,46108.58,1326.666669,BTC/USDT,binance,2021-08-11 09:00:00
1628676000.0,46108.59,46381.85,45875.21,46042.05,2236.667666,BTC/USDT,binance,2021-08-11 10:00:00
1628679600.0,46042.05,46249.97,45850.0,45924.08,1782.513037,BTC/USDT,binance,2021-08-11 11:00:00
1628683200.0,45922.33,46136.35,45800.0,45980.33,1954.230518,BTC/USDT,binance,2021-08-11 12:00:00
1628686800.0,45980.32,46500.0,45907.99,46268.63,2847.277215,BTC/USDT,binance,2021-08-11 13:00:00
1628690400.0,46268.63,46659.77,46142.26,46490.01,3856.940195,BTC/USDT,binance,2021-08-11 14:00:00
1628694000.0,46490.0,46743.47,46317.81,46456.02,3803.999131,BTC/USDT,binance,2021-08-11 15:00:00
1628697600.0,46456.91,46576.52,46205.37,46347.78,2612.226458,BTC/USDT,binance,2021-08-11 16:00:00
1628701200.0,46347.78,46605.84,46262.87,46522.11,1460.358096,BTC/USDT,binance,2021-08-11 17:00:00
1628704800.0,46522.14,46607.94,46270.01,46302.83,1506.755195,BTC/USDT,binance,2021-08-11 18:00:00
1628708400.0,46302.83,46485.29,46212.0,46448.0,1467.879901,BTC/USDT,binance,2021-08-11 19:00:00
1628712000.0,46448.01,46680.0,46307.2,46319.74,1912.22223,BTC/USDT,binance,2021-08-11 20:00:00
1628715600.0,46319.73,46388.62,45900.12,46334.58,2631.846803,BTC/USDT,binance,2021-08-11 21:00:00
1628719200.0,46334.57,46347.66,45550.0,45756.69,3489.031292,BTC/USDT,binance,2021-08-11 22:00:00
1628722800.0,45756.68,45914.0,45510.66,45511.0,1901.245188,BTC/USDT,binance,2021-08-11 23:00:00
1628726400.0,45510.67,45880.0,45392.44,45761.74,2414.293795,BTC/USDT,binance,2021-08-12 00:00:00
1628730000.0,45761.73,46169.69,45638.53,46000.0,1912.288694,BTC/USDT,binance,2021-08-12 01:00:00
1628733600.0,45999.99,46213.96,45915.29,46213.96,1325.395267,BTC/USDT,binance,2021-08-12 02:00:00
1628737200.0,46214.02,46218.12,45901.61,45927.0,1068.201409,BTC/USDT,binance,2021-08-12 03:00:00
1628740800.0,45927.0,46016.57,45522.44,45588.95,1791.253083,BTC/USDT,binance,2021-08-12 04:00:00
1628744400.0,45588.95,45624.13,44833.4,45150.57,5416.198018,BTC/USDT,binance,2021-08-12 05:00:00
1628748000.0,45150.57,45237.28,44850.0,45230.01,3194.109832,BTC/USDT,binance,2021-08-12 06:00:00
1628751600.0,45230.01,45388.0,44999.0,45243.61,2181.981859,BTC/USDT,binance,2021-08-12 07:00:00
1628755200.0,45243.61,45391.06,45109.37,45230.5,1798.489649,BTC/USDT,binance,2021-08-12 08:00:00
1628758800.0,45230.49,45580.0,44844.72,45349.19,2783.281094,BTC/USDT,binance,2021-08-12 09:00:00
1628762400.0,45349.19,45662.74,45317.51,45345.0,1477.967748,BTC/USDT,binance,2021-08-12 10:00:00
1628766000.0,45344.99,45435.34,44600.0,44752.56,3409.210987,BTC/USDT,binance,2021-08-12 11:00:00
1628769600.0,44752.56,44968.29,44255.99,44602.55,4041.933244,BTC/USDT,binance,2021-08-12 12:00:00
1628773200.0,44602.54,44742.76,44444.32,44456.21,1867.737011,BTC/USDT,binance,2021-08-12 13:00:00
1628776800.0,44456.21,44522.63,43920.0,44137.17,4471.487086,BTC/USDT,binance,2021-08-12 14:00:00
1628780400.0,44133.0,44339.99,44066.0,44196.19,1990.635906,BTC/USDT,binance,2021-08-12 15:00:00
1628784000.0,44196.19,44349.49,43770.0,43999.41,3902.934622,BTC/USDT,binance,2021-08-12 16:00:00
1628787600.0,43999.4,44279.38,43860.82,44120.0,1544.063364,BTC/USDT,binance,2021-08-12 17:00:00
1628791200.0,44120.0,44512.2,44108.78,44423.82,1635.002022,BTC/USDT,binance,2021-08-12 18:00:00
1628794800.0,44423.81,44482.72,44260.0,44371.32,1270.499563,BTC/USDT,binance,2021-08-12 19:00:00
1628798400.0,44371.8,44549.99,44084.0,44474.97,1436.288609,BTC/USDT,binance,2021-08-12 20:00:00
1628802000.0,44474.96,44538.0,44142.0,44242.13,1127.548195,BTC/USDT,binance,2021-08-12 21:00:00
1628805600.0,44242.13,44295.38,43855.88,43954.59,1451.940047,BTC/USDT,binance,2021-08-12 22:00:00
1628809200.0,43954.42,44535.99,43948.38,44399.0,1753.367677,BTC/USDT,binance,2021-08-12 23:00:00
1628812800.0,44400.06,44675.69,44217.39,44493.69,2803.717913,BTC/USDT,binance,2021-08-13 00:00:00
